,Aluguel,Condominio,IPTU,Venda,age_imovel,area_total,area_util,banheiro,city,commonareas,diverseareas,neigghborhood,privateareas,quarto,saletype,street,suite,title,vaga,price_rent_total
951,,600,200,1180900,5,67,67,2,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Moema,Suítes,1,Apartamento,Av. Chibarás,1,Fechamento De Mês Faça Sua Proposta - Duplex Decorada em Moema!,1,
952,,700,420,495000,,164,104,1,Praia Grande,Salão de festas,,Vila Guilhermina,Sauna,3,Apartamento,Rua Leblon 385,1,"Apartamento Com 3 Dorms, Guilhermina, Praia Grande",2,
953,,,,198000,Breve lançamento,16,16,1,São Paulo,Espaço Gourmet,,Consolação,Piso frio,1,Apartamento,Rua Frei Caneca,1,Lançamento Aptos Studio 16 m&sup2; Ao Lado Do Shopp. Frei Caneca; Lazer Diferenciado.,0,
954,,1200,850,1980000,28,386,386,2,Rio de Janeiro,,,Barra da Tijuca,Suítes,4,Apartamento,Rua Einstein,2,Apartamento à Venda - na Barra Da Tijuca,2,
955,,695,430,1299000,,500,410,6,Campinas,Campo de futebol,,Swiss Park,Suítes,4,Casa,Sob Consulta s/n,2,Casa à Venda em Swiss Park,4,
956,,,,920000,28,,120,3,Balneário Camboriú,Salão de festas,,Centro,Churrasqueira,3,Apartamento,Rua 3500 0,1,Apartamento Quadra Mar - 3 Quartos - Próximo A Havan,2,
957,,,14031,2400000,18,588,637,4,,Acesso asfaltado,,,Aceita Financiamento,0,Comercial,,,"Galpão Comercial à Venda, Vila Nova Manchester, São Paulo.",,
958,4343,550,1284,1400000,,480,294,4,Barueri,WC para empregados,,Aldeia da Serra,Suítes,3,Casa,Pintarroxo,1,Aldeia Da Serra Morada Dos Pássaros Casa 294 m&sup2;,4,4343550
959,,,15,350000,1,105,89,2,Santo André,Interfone,Aceita FGTS,Jardim Bela Vista,Suítes,3,Apartamento,Rua Independência,1,Apartamento Sem Condomínio Novo. Bairro Bela Vista - Santo André,2,
960,,,,2700000,,477,477,0,São Paulo,,,Vila Buarque,,0,Comercial,"Rua Doutor Cesário Mota Júnior, 1233",0,Estacionamento Sem Coluna Consolação Centro Sp,0,
961,,,,259900,Em construção,58,58,2,Guarulhos,Salão de festas,Aceita FGTS,Jardim Flor da Montanha,Suítes,2,Apartamento,Rua Dona Tecla,1,Lançamento Apartamento Próximo Ao Bosque Maia 58 m 2 Dorms 1 Suíte,1,
962,2300,925,118,,20,80,80,2,São Paulo,Elevador,,Vila Mariana,Fogão,2,Apartamento,TUA TUTOIA,0,Excelente Apartamento Próximo Ao Ibirapuera.,1,2300925
963,,850,,930000,Em construção,143,143,5,Santos,Espaço Gourmet,Andares,Boqueirão,Suítes,3,Apartamento,Rua Ivampa Lisboa,3,Apto na Vila Rica 3 Suítes 2 Vagas E Lazer na Cobertuera,2,
964,2800,673,,890000,,216,,,Curitiba,Salão de festas,,Bigorrilho,Mobiliado,2,Apartamento,Alferes Ângelo Sampaio 2692,1,Apartamento à Venda - em Bigorrilho,2,2800673
965,2000,,17,,,,60,1,São Paulo,,,Vila Formosa,,2,Casa,Avenida Flor de Vila Formosa 467,0,Casa para Aluguel - na Vila Formosa,2,
966,,1200,195,905000,13,120,114,3,São Paulo,Fitness/Sala de Ginástica,,Vila Leopoldina,Suítes,3,Apartamento,NANUQUE,1,Apartamento à Venda - na Vila Leopoldina,2,
967,,100,100,681600,Breve lançamento,103,91,2,São Paulo,Fitness/Sala de Ginástica,,Mooca,Suítes,3,Apartamento,AVENIDA PAES DE BARROS,1,"Moóca Lançamento 91 m&sup2; 3dorms, 1/2 Vgs De Garagem, Terraço Gourmet E Lazer!",1,
968,,220,,208900,1,42,42,1,São Bernardo do Campo,Fitness/Sala de Ginástica,Aceita FGTS,Centro,Suítes,1,Apartamento,Felício Laurito,0,Compre Seu Start Club Pronto Pra Morar Apartir De 208 Mil - Minha Casa Minha Vida,1,
969,,,,250000,10,400,400,2,Vicente Pires,Piscina,,Vicente Pires,Guarita,1,Casa,RUA 4C,1,"Melhor Lote 400 m&sup2;, Rua 4c, Dentro De Condomínio, na Subida Da Faculdade Mauá.",8,
970,,500,192,360000,,,59,1,Guarujá,,,Pitangueiras,Mobiliado,2,Apartamento,Rua Mário Ribeiro 1096,,"Apartamento Residencial à Venda, Praia Pitangueiras, Guarujá.",1,
971,,1952,569,2700000,80,277,277,2,Rio de Janeiro,Interfone,,Flamengo,Cerca,5,Apartamento,Rua Paissandu,1,Apartamento à Venda - em Flamengo,6,
972,,500,,350000,5,75,75,2,Águas Claras,,Aceita FGTS,Aguas Sul,,3,Apartamento,Rua 22 sul,1,Castro Alves - 3 Qtos 75 m&sup2; Armários,1,
973,,1100,1400,698909,8,214,114,3,Curitiba,Fitness/Sala de Ginástica,Aceita FGTS,Mossunguê,Suítes,4,Apartamento,Rua Monsenhor Ivo Zanlorenzi,1,Edifício Cenarium,4,
974,,60,,125000,,199,,0,São José dos Pinhais,,,Ipê,,,Terreno,Rua Rose Cléia Moreira Dombrowski 84,,Terreno em Condomínio Fechado - Essenza!,0,
975,3300,2000,200,,18,64,62,2,São Paulo,Fitness/Sala de Ginástica,,Jardins,Suítes,2,Apartamento,"Alameda Jaú, 358",2,Flat Ao Lado Da Av Nove De Julho Nos Jardins – Park Avenue – 11 5042 - 6200,2,33002000
976,,425,207,1150000,3,335,280,4,Valinhos,,,Condomínio Residencial Terras do Oriente,Suítes,3,Casa,Sob Consulta 135,3,Casa à Venda em Condomínio Residencial Terras Do Oriente,2,
977,,1,1,298000,1,83,71,2,Florianópolis,,,Ingleses,Churrasqueira,3,Apartamento,Servidão Flor Do Campo Limpo 198,1,"Apartamento Residencial à Venda, Ingleses, Florianópolis.",1,
978,,1,1,749900,Breve lançamento,191,109,3,Curitiba,Espaço Gourmet,,Mossunguê,Churrasqueira,3,Apartamento,"Rua Professor Pedro Viriato P. Souza, Ecoville, Curitiba",1,Lançamento Plaenge - View Ecoville,2,
979,,,,450000,,,750,1,,,Andares,,Cerca,2,Rural,,1,Rural - Maracanâ,2,
980,,,,2500000,5,380000,380000,5,Igaratá,Espaço Gourmet,,Centro,Suítes,4,Rural,Rodovia Dom Pedro I,4,Propriedade Cinematográfica em Igaratá – Sp 38 Hectares,0,
981,,512,260,280000,,95,82,2,Praia Grande,,,Cidade Ocian,Aceita Financiamento,2,Apartamento,Rua Guimarães Rosa 236,1,"Apartamento em Praia Grande. R$120.000de Entrada, 02 Dormitórios Sendo 01 Suite. Prédio Com Pis",1,
982,,3561,888,2400000,12,,182,3,São Paulo,Salão de Jogos,,Moema,Bicicletário,4,Apartamento,Avenida Divino Salvador,3,"Apartamento Com 4 Dorms, Moema, São Paulo - R$2.",3,
983,,2000,500,14000000,1,800,800,10,Santana de Parnaíba,Área Verde,,Alphaville,Suítes,5,Casa,alphaville,5,Casa A Venda Alphaville Brokers,10,
984,,1883,318,470000,,40,40,1,São Paulo,Jardim,,Jardins,Mobiliado,1,Apartamento,Alameda Lorena 1748,,"Flat Mobiliado Á Venda, no Jardins, São Paulo.",1,
985,180,70,310,,,12,12,,Brasília,,,Asa Sul,,,Comercial,SRTVS conj D lote 5 * CENTRO EMPRESARIAL BRASÍLIA,,"Aluguel, Vaga De Garagem, no Centro Empresarial Brasilia - Srtvs",1,18070
986,,470,,528900,1,64,64,2,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Tatuapé,Suítes,2,Apartamento,Rua Margarida Lima,1,"Bio Tatuapé - Apartamento Com 2 Quartos à Venda, 64 m&sup2; + Vaga Livre!",1,
987,,1,1,1150000,3,270,184,3,Curitiba,Fitness/Sala de Ginástica,,Água Verde,Suítes,3,Apartamento,Rua Coronel Ottoni Macei,1,Como Se Fosse Uma Casa Apartamento Garden Água Verde/vila Izabel - Maravilhoso,2,
988,,650,180,664000,,85,85,2,São Paulo,Salão de festas,,Vila Bertioga,Churrasqueira,3,Apartamento,Rua Florianópolis 575,,Apartamento à Venda - em Tatuapé,1,
989,,,,1350000,1,150,150,0,Itapema,Salão de festas,,Meia Praia,Suítes,3,Apartamento,rua 305,3,Apartamento Mobiliado A Venda em Itapema;,2,
990,,1400,,3850000,,360,190,5,Itajaí,Sistema de alarme,,Praia Brava,Suítes,3,Apartamento,Rua Delfim de Pádua Peixoto 350,3,Brava Home Resort,3,
991,,,,270000,1,60,48,1,Santos,Salão de festas,,José Menino,Churrasqueira,1,Apartamento,Rua Rio Grande do Sul 7,1,"Voltaram 2 Unidade De 1 Dorm no Valor De R$270,000no Mirante 360, Quem Chegar Primeiro Leva! Jo",1,
992,,,,1300000,,,169,5,Balneário Camboriú,,,Centro,Suítes,4,Apartamento,Avenida Atlântica - de 2071/2072 a 2529/2530 2100,4,Apartamento De Frente para O Mar Com 03 Suítes + Dependência em Balneario Camboriú,1,
993,,,,750000,5,161,161,3,Curitiba,Interfone,Ocupado,Boa Vista,Suítes,3,Casa,"RUA JOÃO SCHLEDER SOBRINHO, 764",1,Sobrado A Venda em Condominio Fechado no Boa Vista,2,
994,6000,1350,570,1100000,,,160,4,Barueri,,,Empresarial 18 do Forte,Mobiliado,0,Comercial,Avenida Ipanema,,Sala Comercial 160 m&sup2; Mobiliada - Edifício Monte Carlo - Empresarial 18 Do Forte - Alphaville,3,60001350
995,,990,1100,749909,34,174,155,4,Curitiba,Elevador,Aceita FGTS,Centro,Suítes,4,Apartamento,Rua da Paz,1,Edifício Taquari,2,
996,,,,1490000,6,600,600,0,Samambaia,Estacionamento para visitantes,,Samambaia,,0,Comercial,samambaia,0,"Samambaia Qi 616, Prédio Com Habit - Se, Próximo Ao Hospital De Samambaia.",0,
997,,2100,,2200000,3,169,169,5,Rio de Janeiro,Fitness/Sala de Ginástica,Andares,Barra da Tijuca,Suítes,4,Apartamento,"Avenida Flamboyants da Peninsula, nº 300",3,"Península - 360º On The Park - Maravilhoso Vista Parque - 169,62 m&sup2;.",2,
998,,889,137,650000,22,72,72,2,São Paulo,Salão de festas,,Perdizes,,3,Apartamento,R Francisco Bayardo 551,1,Apertamento Ensolarado Próximo Ao Hospital,1,
999,600,250,,,Breve lançamento,52,52,1,Campo Largo,,,Bom Jesus,Área de serviço,2,Apartamento,DOS EXPEDICIONARIOS 3551,,Apartamento para Aluguel - no Bom Jesus,,600250
1000,,765,385,1110000,7,,124,3,São Paulo,Fitness/Sala de Ginástica,,Anália Franco,Suítes,4,Apartamento,Avenida Montemagno 501,1,"Apartamento Residencial à Venda, Anália Franco, São Paulo.",2,
1001,,519,550,1289000,,313,313,5,Campinas,Quadra poliesportiva,,Swiss Park,Suítes,3,Casa,Sob Consulta s/n,3,Casa à Venda em Swiss Park,4,
1002,,,,450000,1,70,70,2,Vila Velha,,,Itapuã,,2,Apartamento,manaus,1,2 Quartos Montado E Decorado em Itapoa Ed. Isola Rizza,2,
1003,,400,,310000,,,55,2,São Paulo,,,Imirim,Aceita Financiamento,2,Apartamento,Rua Joaquim Afonso de Souza 1500,1,"Apartamento Residencial à Venda, Vila Nova Cachoeirinha, São Paulo.",2,
1004,,1250,2320,2600000,,544,423,8,Santana de Parnaíba,Fitness/Sala de Ginástica,,Alphaville,Suítes,4,Casa,dos Jequitibas,2,"Casa De Condomínio Com 4 Quartos à Venda, 422 m&sup2;",5,
1005,,,,400000,,,50,1,Brasília,,,Lago Norte,Elevador,2,Apartamento,Quadra CA 5 2,1,"Apartamento Residencial à Venda, Setor De Habitações Individuais Norte, Brasília.",,
1006,,190,300,240000,4,74,65,2,Curitiba,,,Uberaba,Churrasqueira,2,Apartamento,Rua Rodolfo Bernardelli 613,1,"Apartamento Residencial à Venda, Uberaba, Curitiba.",1,
1007,2500,1500,417,,,,125,3,São Paulo,Salão de festas,,Campo Belo,Armário embutido,3,Apartamento,Doutor Silvino Canuto Abreu 153,1,Apartamento para Aluguel - no Campo Belo,2,25001500
1008,,400,250,540000,1,66,66,1,Santos,Espaço Gourmet,Aceita FGTS,José Menino,Suítes,2,Apartamento,Rua Rio Grande do Sul,1,Apartamento 2 Dorms C/ Vista Mar na Quadra Da Praia C/ Vaga De Garagem,1,
1009,3600,980,320,,,,123,4,São Paulo,Salão de festas,,Panamby,Armário embutido,3,Apartamento,Rua Itatupã 279,3,Apartamento para Aluguel - no Panamby,2,3600980
1010,,1027,3000,950000,25,238,158,2,Balneário Camboriú,,,Centro,Suítes,2,Apartamento,Rua 1011 72,2,"Apartamento à Venda, Edifício Camberra, Centro, Balneário Camboriú.",2,
1011,,,,275000,,20000,,0,,,,,,0,Rural,,0,"Sitio Plano Com 20.000 m&sup2;, Riacho E Rancho, Garibalde, Jaraguá Do Sul Sc",0,
1012,,907,137,565000,40,236,165,4,Curitiba,,,Bigorrilho,Aceita Financiamento,3,Apartamento,Rua Francisco Rocha 1735,2,Residencial Casa Alta - 3 Quartos - 2 Suítes - Bigorrilho,2,
1013,8000,,,,,280,182,2,Guarulhos,Acesso asfaltado,,Jardim Maia,Esgoto,3,Comercial,Rua Josephina Mandotti,,Excelente Imóvel - Fins Comerciais - Jd. Maia - Rua Do Colégio Mater Amabilis,3,
1014,40000,,,9400000,,4300,1000,9,Brasília,Elevador,,Lago Sul,Suítes,5,Casa,Quadra SHIS QI 11,5,Lindo Imóvel,,
1015,,900,470,660000,20,87,87,3,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Santo Amaro,Suítes,3,Apartamento,Rua Borba Gato,1,"Apartamento Alto Boa Vista 87 m&sup2;, 3 Dormitórios,2 Vagas, 1 Suite, Lazer Clube",2,
1016,,550,630,390000,,78,63,1,Porto Alegre,Jardim,,Jardim Botânico,Churrasqueira,2,Apartamento,SERAFIM TERRA,0,Apartamento à Venda - no Jardim Botânico,1,
1017,,1200,250,800000,9,130,65,2,São Paulo,Salão de festas,,Indianópolis,Piscina,2,Apartamento,Avenida dos Eucaliptos 88,0,Duplex Charmoso Pertinho Do Metrô Eucaliptos,2,
1018,,330,2500,1550000,,500,500,7,Brasília,Estacionamento para visitantes,,Park Way,Suítes,5,Casa,SMPW Quadra 3 Conjunto 3,5,Quadra Smpw 03,4,
1019,,100,80,468000,Breve lançamento,78,66,2,São Paulo,Fitness/Sala de Ginástica,,Belém,Suítes,2,Apartamento,RUA SERRA  DA BOCAÍNA,1,"Belém Oportunidade Perto Do Metrô! 66 m&sup2; - 2dorms, Churrasqueira no Terraço, 1 Vg",1,
1020,,400,,440000,30,83,60,1,Balneário Camboriú,,,Centro,Área de serviço,2,Apartamento,Rua 981 161,,"Apartamento à Venda, Edifício Mondadore, Centro, Balneário Camboriú.",1,
1021,,,500,135000,2,650,49,1,Itanhaém,,,Cibratel II,Piso frio,2,Casa,"Av. Gonçalo Monteiro, 890",0,Ótimo Investimento!,1,
1022,2800,550,13,,,,70,2,São Paulo,Salão de festas,,Vila Mascote,Armário embutido,2,Apartamento,Rua Doutor Gentil Leite Martins 152,0,Apartamento para Aluguel - na Vila Mascote,1,2800550
1023,,1054,190,320000,,27,27,1,São Paulo,Sauna,,Jardins,Piscina,1,Apartamento,Alameda Jaú 1606,,"Flat à Venda, Com Melhor Preço no Prédio, no Jardins em São Paulo.",1,
1024,,7,7,1550000,1,119,118,5,Brasília,Fitness/Sala de Ginástica,Andares,Park Sul,Suítes,3,Apartamento,sgcv 21,3,Conheça O Decorado Agora! Veja O Vídeo.,2,
1025,,,476,1400000,2,300,354,5,Campinas,,,Jardim Nossa Senhora Auxiliadora,Suítes,3,Casa,Sob Consulta 89,3,Casa à Venda em Jardim Nossa Senhora Auxiliadora,6,
1026,,261,,245000,1,51,51,1,Barueri,Espaço Gourmet,Aceita FGTS,Vila São João,,2,Apartamento,Av  Henriqueta Mendes Guerra   1330,0,Apartamentos Com 02 Dorm. Pronto Barueri Centro,1,
1027,,185,,145050,,55,30,1,Curitiba,Fitness/Sala de Ginástica,,Água Verde,Bicicletário,,Comercial,Avenida República Argentina 1314,,"Sala Comercial para Venda - Curitiba / Pr, Bairro Água Verde",,
1028,,,,370000,15,70,70,2,São Bernardo do Campo,Interfone,Aceita FGTS,Jardim Borborema,Suítes,3,Casa,Avenida Olinto Demarchi 0,1,Oportunidade Casa Estilo Americana Com Preço Imbatível.,1,
1029,,,,1245773,Em construção,600,417,5,Curitiba,Interfone,,Santa Felicidade,Suítes,4,Casa,"Av. Ver. Toaldo Tulio,",3,(Personalize Sua Casa Direto Com A Construtora) Condomínio Monte Bianco,2,
1030,,,,449000,1,80,67,2,Curitiba,Espaço Gourmet,,Água Verde,Suítes,2,Apartamento,rua São Paulo 1116,1,Apartamento Ed. Jardins Com 2 Dormitórios Com 67 m&sup2;,1,
1031,,560,1230,589900,4,102,88,2,Curitiba,Espaço Gourmet,Aceita FGTS,Portão,Suítes,3,Apartamento,Avenida Republica Argentina,1,Residencial Buenos Aires 3 Quartos/suíte Vaga Individual Portão/água Verde,1,
1032,,550,,726000,1,,92,3,São Paulo,Elevador,Aceita FGTS,Santana,Suítes,3,Apartamento,"Rua Marechal Hermes da Fonseca, 600",1,Legittimo Santana - Apto 92 m&sup2; - 3 Dorms - 1 Suíte - Pronto - R$726 Mil,2,
1033,,720,400,1150000,4,390,250,5,Campinas,,,Parque das Quaresmeiras,Suítes,3,Casa,Sob Consulta 86,3,Casa à Venda em Parque Das Quaresmeiras,4,
1034,,720,530,649000,,75,75,3,Nova Lima,Sistema de alarme,,Vila da Serra,Churrasqueira,2,Apartamento,Rua Doutor Marco Paulo Simon Jardim 980,2,"Apartamento Duplex 2 Quartos à Venda, Inovatto, Vila Da Serra, Nova Lima.",2,
1035,,1200,,4000000,18,459,346,6,Balneário Camboriú,Espaço Gourmet,Andares,Centro,Suítes,5,Apartamento,AVENIDA ATLÂNTICA 1440,4,"Frente Mar Mobiliado, no Centro",3,
1036,12500,,2700,,,1050,,4,,,,,,,Comercial,,0,Galpão Industrial na Vila Alpina,4,
1037,,330,110,165000,15,,46,2,São Vicente,Acesso asfaltado,Aceita FGTS,Centro,Suítes,1,Apartamento,Rua do Colégio,1,Lindo Apartamento De 1 Dorm - Todo Reformado em São Vicente,1,
1038,,378,,374000,10,,70,,Águas Claras,Salão de festas,,Aguas Norte,Piscina,3,Apartamento,Rua 18 Norte 0,1,"Águas Claras, Andar Alto, Apartamento 3 Quartos, 1 Suíte, Nascente, Próximo à Estação Arniqueiras",1,
1039,,225,142,300000,20,,72,1,Praia Grande,Portaria 24 horas,,Canto do Forte,Mobiliado,2,Apartamento,Avenida Paris,0,"Apartamento Com 2 Dorms, Forte, Praia Grande - R$",1,
1040,,,,450000,1,160,102,2,Cotia,,,Granja Viana,Suítes,3,Casa,Via das Magnólias 1,1,"Casa à Venda, Quality Life, Granja viana.(Portal)",2,
1041,,,,1500000,,364,198,4,Itapema,,,Andorinha,Suítes,4,Apartamento,Rua 234 74,4,4 Suítes 4 Vagas De Garagem A 80 m Do Mar,4,
1042,,1275,,400000,32,171,171,3,Salvador,Portaria 24 horas,,Pituba,Mobiliado,4,Apartamento,Rua Minas Gerais,1,"Apartamento à Venda, Pituba, Salvador",1,
1043,2450,980,100,,,,94,2,São Paulo,Salão de festas,,Butantã,Armário embutido,3,Apartamento,Rua Sousa Reis 70,0,Apartamento para Aluguel - em Butantã,2,2450980
1044,,1,1,329900,3,46,33,1,Curitiba,Elevador,Aceita FGTS,Cristo Rei,Mobiliado,1,Apartamento,rua amintas de barros,0,Maravilhoso Studio Mobiliado no Centro - Hub Home.,1,
1045,,3000,,2789000,10,400,346,5,Curitiba,Salão de festas,,Ecoville,Suítes,4,Apartamento,Rua Pedro Viriato Parigot de Souza 1541,3,Apartamento à Venda - em Ecoville,3,
1046,,,412,1400000,48,400,152,4,São Paulo,Acesso asfaltado,,Jabaquara,Esgoto,5,Casa,Rua Jaguarão 227,1,"Sobrado Residencial à Venda, Jabaquara, São Paulo.",4,
1047,,,1500,4800000,,4005,4005,,Curitiba,Acesso asfaltado,,Portão,Esgoto,0,Terreno,Rua Carlos Klemtz 1057,,Oportunidade Zr3 - Coletora 01 - 76 m Testada,,
1048,,620,630,329000,,99,71,1,Porto Alegre,Jardim,,Mont Serrat,Ar condicionado,2,Apartamento,ANITA GARIBALDI,0,Apartamento à Venda - em Mont Serrat,1,
1049,,,,467000,1,125,125,0,Itapema,,,Centro,,2,Apartamento,RUA 278,1,Apto Bem Localizado em Itapema!,1,
1050,,1,1,1499174,Breve lançamento,311,143,4,Curitiba,Fitness/Sala de Ginástica,,Mercês,Suítes,3,Apartamento,Rua Myltho Anselmo da Silva,3,3 Quartos E 2 Vagas Mercês - Upside View,2,
1051,2580,556,,,,,116,2,São Paulo,,,Centro,Armário embutido,3,Apartamento,Rua Promotor Gabriel Netuzzi Perez 288,0,Apartamento para Aluguel - no Centro,0,2580556
1052,,,,199000,Em construção,48,48,1,Rio de Janeiro,,,Vista Alegre,,2,Apartamento,"Av. Meriti, 4365",0,"Apartamento A Venda, 02 Quartos, 01 Vaga, Dez Vista Alegre, Vista Alegre",1,
1053,,1,1,1540000,2,214,169,5,Curitiba,Fitness/Sala de Ginástica,,Ecoville,Suítes,3,Apartamento,"R. Oscár Borges de Macedo Ribas, 135",3,"Rio Jardine - Finamente Mobiliado E Decorado, 3 Suítes, 169 m&sup2;, Andar Alto",3,
1054,1950,530,98,,,,36,1,São Paulo,Sistema de alarme,,Santa Cecília,Churrasqueira,1,Apartamento,Rua Helvétia 980,1,"Apartamento 1 Suite para Alugar, Prox Metro Santa Cecília, Sp - Ap9508",1,1950530
